id,city,state,station,latitude,longitude,aqi,pm25,pm10,no2,o3,co,so2,last_update,fetched_at,HEALTH_RISK_TIER
2293,Jaipur,Rajasthan,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",26.9124,75.7873,117.0,117.0,61.0,11.1,8.4,7.3,10.9,2026-06-28 22:00:00,2026-06-28 16:53:55,Moderate
2294,Mumbai,Maharashtra,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",19.076,72.8777,117.0,117.0,61.0,11.1,8.4,7.3,10.9,2026-06-28 22:00:00,2026-06-28 16:53:55,Moderate
2295,Ahmedabad,Gujarat,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",23.0225,72.5714,117.0,117.0,61.0,11.1,8.4,7.3,10.9,2026-06-28 22:00:00,2026-06-28 16:53:55,Moderate
2296,Pune,Maharashtra,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",18.5204,73.8567,117.0,117.0,61.0,11.1,8.4,7.3,10.9,2026-06-28 22:00:00,2026-06-28 16:53:55,Moderate
2297,Surat,Gujarat,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",21.1702,72.8311,117.0,117.0,61.0,11.1,8.4,7.3,10.9,2026-06-28 22:00:00,2026-06-28 16:53:55,Moderate
2298,Indore,Madhya Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",22.7196,75.8577,165.0,141.0,165.0,17.0,8.1,8.0,1.4,2026-06-28 22:00:00,2026-06-28 16:53:55,Moderate
2299,Nagpur,Maharashtra,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",21.1458,79.0882,165.0,141.0,165.0,17.0,8.1,8.0,1.4,2026-06-28 22:00:00,2026-06-28 16:53:55,Moderate
2300,Bhopal,Madhya Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",23.2599,77.4126,165.0,141.0,165.0,17.0,8.1,8.0,1.4,2026-06-28 22:00:00,2026-06-28 16:53:55,Moderate
2301,Bengaluru,Karnataka,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",12.9716,77.5946,165.0,141.0,165.0,17.0,8.1,8.0,1.4,2026-06-28 22:00:00,2026-06-28 16:53:55,Moderate
2302,Hyderabad,Telangana,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",17.385,78.4867,165.0,141.0,165.0,17.0,8.1,8.0,1.4,2026-06-28 22:00:00,2026-06-28 16:53:55,Moderate
2303,Dehradun,Uttarakhand,"Alipur, Delhi, Delhi, India",30.3165,78.0322,142.0,142.0,106.0,13.2,1.7,7.7,3.1,2026-06-28 22:00:00,2026-06-28 16:53:55,Moderate
2304,Coimbatore,Tamil Nadu,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",11.0168,76.9558,165.0,141.0,165.0,17.0,8.1,8.0,1.4,2026-06-28 22:00:00,2026-06-28 16:53:55,Moderate
2305,Thiruvananthapuram,Kerala,"Indrapuri, Indonesia",8.5241,76.9366,3.0,3.0,,,,,,2026-06-28 23:00:00,2026-06-28 16:53:55,Good
2306,Guwahati,Assam,"Lhasa Railway Station, Lhasa (拉萨拉萨火车站)",26.1445,91.7362,53.0,25.0,11.0,5.1,53.2,1.9,2.1,2026-06-29 00:00:00,2026-06-28 16:53:55,Satisfactory
2307,Shimla,Himachal Pradesh,"Narela, Delhi, Delhi, India",31.1048,77.1734,155.0,155.0,128.0,12.7,0.2,10.2,6.2,2026-06-28 22:00:00,2026-06-28 16:53:55,Moderate
2308,Ooty,Tamil Nadu,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",11.4102,76.695,165.0,141.0,165.0,17.0,8.1,8.0,1.4,2026-06-28 22:00:00,2026-06-28 16:53:55,Moderate
2327,Guwahati,Assam,"Lhasa Railway Station, Lhasa (拉萨拉萨火车站)",26.1445,91.7362,52.0,25.0,12.0,5.5,51.9,2.8,2.1,2026-06-29 01:00:00,2026-06-28 17:56:16,Satisfactory
2330,New Delhi,Delhi,"Mandir Marg, Delhi, Delhi, India",28.6139,77.209,91.0,91.0,67.0,23.0,5.8,9.5,16.0,2026-06-29 00:00:00,2026-06-28 19:01:33,Satisfactory
2331,Gurugram,Haryana,"National Institute of Malaria Research, Sector 8, Dwarka, Delhi, Delhi, India",28.4595,77.0266,155.0,155.0,115.0,12.4,8.9,6.7,7.4,2026-06-29 00:00:00,2026-06-28 19:01:33,Moderate
2332,Noida,Uttar Pradesh,"DITE Okhla, Delhi, Delhi, India",28.5355,77.391,157.0,157.0,131.0,17.3,1.8,12.2,4.4,2026-06-29 00:00:00,2026-06-28 19:01:33,Moderate
2333,Agra,Uttar Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",27.1767,78.0081,126.0,126.0,116.0,16.5,6.2,6.4,1.3,2026-06-29 00:00:00,2026-06-28 19:01:33,Moderate
2334,Chandigarh,Chandigarh,"Narela, Delhi, Delhi, India",30.7333,76.7794,139.0,139.0,93.0,15.3,0.2,9.1,6.3,2026-06-29 00:00:00,2026-06-28 19:01:33,Moderate
2335,Jaipur,Rajasthan,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",26.9124,75.7873,154.0,154.0,76.0,13.0,5.3,8.2,11.7,2026-06-29 00:00:00,2026-06-28 19:01:33,Moderate
2336,Mumbai,Maharashtra,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",19.076,72.8777,154.0,154.0,76.0,13.0,5.3,8.2,11.7,2026-06-29 00:00:00,2026-06-28 19:01:33,Moderate
2337,Ahmedabad,Gujarat,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",23.0225,72.5714,154.0,154.0,76.0,13.0,5.3,8.2,11.7,2026-06-29 00:00:00,2026-06-28 19:01:33,Moderate
2338,Pune,Maharashtra,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",18.5204,73.8567,154.0,154.0,76.0,13.0,5.3,8.2,11.7,2026-06-29 00:00:00,2026-06-28 19:01:33,Moderate
2339,Surat,Gujarat,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",21.1702,72.8311,154.0,154.0,76.0,13.0,5.3,8.2,11.7,2026-06-29 00:00:00,2026-06-28 19:01:33,Moderate
2340,Indore,Madhya Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",22.7196,75.8577,126.0,126.0,116.0,16.5,6.2,6.4,1.3,2026-06-29 00:00:00,2026-06-28 19:01:33,Moderate
2341,Nagpur,Maharashtra,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",21.1458,79.0882,126.0,126.0,116.0,16.5,6.2,6.4,1.3,2026-06-29 00:00:00,2026-06-28 19:01:33,Moderate
2342,Bhopal,Madhya Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",23.2599,77.4126,126.0,126.0,116.0,16.5,6.2,6.4,1.3,2026-06-29 00:00:00,2026-06-28 19:01:33,Moderate
2343,Bengaluru,Karnataka,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",12.9716,77.5946,126.0,126.0,116.0,16.5,6.2,6.4,1.3,2026-06-29 00:00:00,2026-06-28 19:01:33,Moderate
2344,Hyderabad,Telangana,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",17.385,78.4867,126.0,126.0,116.0,16.5,6.2,6.4,1.3,2026-06-29 00:00:00,2026-06-28 19:01:33,Moderate
2345,Dehradun,Uttarakhand,"Alipur, Delhi, Delhi, India",30.3165,78.0322,164.0,164.0,142.0,8.3,2.2,7.1,3.1,2026-06-29 00:00:00,2026-06-28 19:01:33,Moderate
2346,Coimbatore,Tamil Nadu,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",11.0168,76.9558,126.0,126.0,116.0,16.5,6.2,6.4,1.3,2026-06-29 00:00:00,2026-06-28 19:01:33,Moderate
2349,Shimla,Himachal Pradesh,"Narela, Delhi, Delhi, India",31.1048,77.1734,139.0,139.0,93.0,15.3,0.2,9.1,6.3,2026-06-29 00:00:00,2026-06-28 19:01:33,Moderate
2350,Ooty,Tamil Nadu,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",11.4102,76.695,126.0,126.0,116.0,16.5,6.2,6.4,1.3,2026-06-29 00:00:00,2026-06-28 19:01:33,Moderate
2351,New Delhi,Delhi,"Mandir Marg, Delhi, Delhi, India",28.6139,77.209,124.0,124.0,112.0,16.8,5.4,8.4,16.0,2026-06-29 02:00:00,2026-06-28 20:48:09,Moderate
2352,Gurugram,Haryana,"National Institute of Malaria Research, Sector 8, Dwarka, Delhi, Delhi, India",28.4595,77.0266,152.0,152.0,105.0,9.4,8.3,5.0,5.5,2026-06-29 02:00:00,2026-06-28 20:48:09,Moderate
2353,Noida,Uttar Pradesh,"DITE Okhla, Delhi, Delhi, India",28.5355,77.391,132.0,132.0,107.0,11.8,3.9,5.9,5.1,2026-06-29 02:00:00,2026-06-28 20:48:09,Moderate
2354,Agra,Uttar Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",27.1767,78.0081,124.0,124.0,121.0,9.9,9.2,4.1,1.5,2026-06-29 02:00:00,2026-06-28 20:48:09,Moderate
2355,Chandigarh,Chandigarh,"Narela, Delhi, Delhi, India",30.7333,76.7794,156.0,156.0,128.0,10.7,0.2,7.9,7.6,2026-06-29 02:00:00,2026-06-28 20:48:09,Moderate
2356,Jaipur,Rajasthan,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",26.9124,75.7873,118.0,118.0,83.0,15.3,3.9,8.4,7.1,2026-06-29 02:00:00,2026-06-28 20:48:09,Moderate
2357,Mumbai,Maharashtra,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",19.076,72.8777,118.0,118.0,83.0,15.3,3.9,8.4,7.1,2026-06-29 02:00:00,2026-06-28 20:48:09,Moderate
2358,Ahmedabad,Gujarat,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",23.0225,72.5714,118.0,118.0,83.0,15.3,3.9,8.4,7.1,2026-06-29 02:00:00,2026-06-28 20:48:09,Moderate
2359,Pune,Maharashtra,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",18.5204,73.8567,118.0,118.0,83.0,15.3,3.9,8.4,7.1,2026-06-29 02:00:00,2026-06-28 20:48:09,Moderate
2360,Surat,Gujarat,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",21.1702,72.8311,118.0,118.0,83.0,15.3,3.9,8.4,7.1,2026-06-29 02:00:00,2026-06-28 20:48:09,Moderate
2361,Indore,Madhya Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",22.7196,75.8577,124.0,124.0,121.0,9.9,9.2,4.1,1.5,2026-06-29 02:00:00,2026-06-28 20:48:09,Moderate
2362,Nagpur,Maharashtra,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",21.1458,79.0882,124.0,124.0,121.0,9.9,9.2,4.1,1.5,2026-06-29 02:00:00,2026-06-28 20:48:09,Moderate
2363,Bhopal,Madhya Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",23.2599,77.4126,124.0,124.0,121.0,9.9,9.2,4.1,1.5,2026-06-29 02:00:00,2026-06-28 20:48:09,Moderate
2364,Bengaluru,Karnataka,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",12.9716,77.5946,124.0,124.0,121.0,9.9,9.2,4.1,1.5,2026-06-29 02:00:00,2026-06-28 20:48:09,Moderate
2365,Hyderabad,Telangana,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",17.385,78.4867,124.0,124.0,121.0,9.9,9.2,4.1,1.5,2026-06-29 02:00:00,2026-06-28 20:48:09,Moderate
2366,Dehradun,Uttarakhand,"Alipur, Delhi, Delhi, India",30.3165,78.0322,162.0,162.0,118.0,6.8,2.5,5.5,5.2,2026-06-29 02:00:00,2026-06-28 20:48:09,Moderate
2367,Coimbatore,Tamil Nadu,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",11.0168,76.9558,124.0,124.0,121.0,9.9,9.2,4.1,1.5,2026-06-29 02:00:00,2026-06-28 20:48:09,Moderate
2368,Thiruvananthapuram,Kerala,"Indrapuri, Indonesia",8.5241,76.9366,5.0,5.0,,,,,,2026-06-29 01:00:00,2026-06-28 20:48:09,Good
2369,Guwahati,Assam,"Lhasa Railway Station, Lhasa (拉萨拉萨火车站)",26.1445,91.7362,58.0,13.0,6.0,1.9,57.8,1.9,2.1,2026-06-29 04:00:00,2026-06-28 20:48:09,Satisfactory
2370,Shimla,Himachal Pradesh,"Narela, Delhi, Delhi, India",31.1048,77.1734,156.0,156.0,128.0,10.7,0.2,7.9,7.6,2026-06-29 02:00:00,2026-06-28 20:48:09,Moderate
2371,Ooty,Tamil Nadu,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",11.4102,76.695,124.0,124.0,121.0,9.9,9.2,4.1,1.5,2026-06-29 02:00:00,2026-06-28 20:48:09,Moderate
2372,New Delhi,Delhi,"Mandir Marg, Delhi, Delhi, India",28.6139,77.209,103.0,89.0,103.0,8.1,12.0,7.5,16.0,2026-06-29 03:00:00,2026-06-28 21:50:37,Moderate
2373,Gurugram,Haryana,"National Institute of Malaria Research, Sector 8, Dwarka, Delhi, Delhi, India",28.4595,77.0266,129.0,129.0,114.0,9.1,6.8,5.7,6.1,2026-06-29 03:00:00,2026-06-28 21:50:37,Moderate
2374,Noida,Uttar Pradesh,"DITE Okhla, Delhi, Delhi, India",28.5355,77.391,139.0,139.0,118.0,9.9,4.0,5.2,4.9,2026-06-29 03:00:00,2026-06-28 21:50:37,Moderate
2375,Agra,Uttar Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",27.1767,78.0081,115.0,111.0,115.0,8.8,9.0,3.7,1.7,2026-06-29 03:00:00,2026-06-28 21:50:37,Moderate
2376,Chandigarh,Chandigarh,"Narela, Delhi, Delhi, India",30.7333,76.7794,166.0,166.0,153.0,6.9,0.2,6.4,10.0,2026-06-29 03:00:00,2026-06-28 21:50:37,Moderate
2377,Jaipur,Rajasthan,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",26.9124,75.7873,107.0,107.0,86.0,14.2,4.0,7.3,6.8,2026-06-29 03:00:00,2026-06-28 21:50:37,Moderate
2378,Mumbai,Maharashtra,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",19.076,72.8777,107.0,107.0,86.0,14.2,4.0,7.3,6.8,2026-06-29 03:00:00,2026-06-28 21:50:37,Moderate
2379,Ahmedabad,Gujarat,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",23.0225,72.5714,107.0,107.0,86.0,14.2,4.0,7.3,6.8,2026-06-29 03:00:00,2026-06-28 21:50:37,Moderate
2380,Pune,Maharashtra,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",18.5204,73.8567,107.0,107.0,86.0,14.2,4.0,7.3,6.8,2026-06-29 03:00:00,2026-06-28 21:50:37,Moderate
2381,Surat,Gujarat,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",21.1702,72.8311,107.0,107.0,86.0,14.2,4.0,7.3,6.8,2026-06-29 03:00:00,2026-06-28 21:50:37,Moderate
2382,Indore,Madhya Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",22.7196,75.8577,115.0,111.0,115.0,8.8,9.0,3.7,1.7,2026-06-29 03:00:00,2026-06-28 21:50:37,Moderate
2383,Nagpur,Maharashtra,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",21.1458,79.0882,115.0,111.0,115.0,8.8,9.0,3.7,1.7,2026-06-29 03:00:00,2026-06-28 21:50:37,Moderate
2384,Bhopal,Madhya Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",23.2599,77.4126,115.0,111.0,115.0,8.8,9.0,3.7,1.7,2026-06-29 03:00:00,2026-06-28 21:50:37,Moderate
2385,Bengaluru,Karnataka,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",12.9716,77.5946,115.0,111.0,115.0,8.8,9.0,3.7,1.7,2026-06-29 03:00:00,2026-06-28 21:50:37,Moderate
2386,Hyderabad,Telangana,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",17.385,78.4867,115.0,111.0,115.0,8.8,9.0,3.7,1.7,2026-06-29 03:00:00,2026-06-28 21:50:37,Moderate
2387,Dehradun,Uttarakhand,"Alipur, Delhi, Delhi, India",30.3165,78.0322,167.0,167.0,142.0,5.8,2.3,3.7,7.1,2026-06-29 03:00:00,2026-06-28 21:50:37,Moderate
2388,Coimbatore,Tamil Nadu,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",11.0168,76.9558,115.0,111.0,115.0,8.8,9.0,3.7,1.7,2026-06-29 03:00:00,2026-06-28 21:50:37,Moderate
2390,Guwahati,Assam,"Lhasa Railway Station, Lhasa (拉萨拉萨火车站)",26.1445,91.7362,57.0,25.0,6.0,1.9,56.5,1.9,2.1,2026-06-29 05:00:00,2026-06-28 21:50:37,Satisfactory
2391,Shimla,Himachal Pradesh,"Narela, Delhi, Delhi, India",31.1048,77.1734,166.0,166.0,153.0,6.9,0.2,6.4,10.0,2026-06-29 03:00:00,2026-06-28 21:50:37,Moderate
2392,Ooty,Tamil Nadu,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",11.4102,76.695,115.0,111.0,115.0,8.8,9.0,3.7,1.7,2026-06-29 03:00:00,2026-06-28 21:50:37,Moderate
2393,New Delhi,Delhi,"Mandir Marg, Delhi, Delhi, India",28.6139,77.209,75.0,53.0,75.0,9.6,8.4,7.1,16.0,2026-06-29 04:00:00,2026-06-28 22:50:10,Satisfactory
2394,Gurugram,Haryana,"National Institute of Malaria Research, Sector 8, Dwarka, Delhi, Delhi, India",28.4595,77.0266,95.0,95.0,93.0,8.7,6.9,5.9,5.9,2026-06-29 04:00:00,2026-06-28 22:50:10,Satisfactory
2395,Noida,Uttar Pradesh,"DITE Okhla, Delhi, Delhi, India",28.5355,77.391,137.0,137.0,118.0,9.2,5.0,4.8,5.1,2026-06-29 04:00:00,2026-06-28 22:50:10,Moderate
2396,Agra,Uttar Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",27.1767,78.0081,120.0,95.0,120.0,9.2,9.5,3.7,2.0,2026-06-29 04:00:00,2026-06-28 22:50:10,Moderate
2397,Chandigarh,Chandigarh,"Narela, Delhi, Delhi, India",30.7333,76.7794,158.0,158.0,118.0,9.5,0.2,7.7,7.9,2026-06-29 04:00:00,2026-06-28 22:50:10,Moderate
2398,Jaipur,Rajasthan,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",26.9124,75.7873,109.0,109.0,71.0,14.8,3.2,8.0,6.6,2026-06-29 04:00:00,2026-06-28 22:50:10,Moderate
2399,Mumbai,Maharashtra,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",19.076,72.8777,109.0,109.0,71.0,14.8,3.2,8.0,6.6,2026-06-29 04:00:00,2026-06-28 22:50:10,Moderate
2400,Ahmedabad,Gujarat,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",23.0225,72.5714,109.0,109.0,71.0,14.8,3.2,8.0,6.6,2026-06-29 04:00:00,2026-06-28 22:50:10,Moderate
2401,Pune,Maharashtra,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",18.5204,73.8567,109.0,109.0,71.0,14.8,3.2,8.0,6.6,2026-06-29 04:00:00,2026-06-28 22:50:10,Moderate
2402,Surat,Gujarat,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",21.1702,72.8311,109.0,109.0,71.0,14.8,3.2,8.0,6.6,2026-06-29 04:00:00,2026-06-28 22:50:10,Moderate
2403,Indore,Madhya Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",22.7196,75.8577,120.0,95.0,120.0,9.2,9.5,3.7,2.0,2026-06-29 04:00:00,2026-06-28 22:50:10,Moderate
2404,Nagpur,Maharashtra,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",21.1458,79.0882,120.0,95.0,120.0,9.2,9.5,3.7,2.0,2026-06-29 04:00:00,2026-06-28 22:50:10,Moderate
2405,Bhopal,Madhya Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",23.2599,77.4126,120.0,95.0,120.0,9.2,9.5,3.7,2.0,2026-06-29 04:00:00,2026-06-28 22:50:10,Moderate
2406,Bengaluru,Karnataka,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",12.9716,77.5946,120.0,95.0,120.0,9.2,9.5,3.7,2.0,2026-06-29 04:00:00,2026-06-28 22:50:10,Moderate
2407,Hyderabad,Telangana,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",17.385,78.4867,120.0,95.0,120.0,9.2,9.5,3.7,2.0,2026-06-29 04:00:00,2026-06-28 22:50:10,Moderate
2408,Dehradun,Uttarakhand,"Alipur, Delhi, Delhi, India",30.3165,78.0322,167.0,167.0,129.0,5.0,2.1,4.6,6.3,2026-06-29 04:00:00,2026-06-28 22:50:10,Moderate
2409,Coimbatore,Tamil Nadu,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",11.0168,76.9558,120.0,95.0,120.0,9.2,9.5,3.7,2.0,2026-06-29 04:00:00,2026-06-28 22:50:10,Moderate
2411,Guwahati,Assam,"Lhasa Railway Station, Lhasa (拉萨拉萨火车站)",26.1445,91.7362,59.0,25.0,6.0,1.9,59.1,1.9,2.1,2026-06-29 06:00:00,2026-06-28 22:50:10,Satisfactory
2412,Shimla,Himachal Pradesh,"Narela, Delhi, Delhi, India",31.1048,77.1734,158.0,158.0,118.0,9.5,0.2,7.7,7.9,2026-06-29 04:00:00,2026-06-28 22:50:10,Moderate
2413,Ooty,Tamil Nadu,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",11.4102,76.695,120.0,95.0,120.0,9.2,9.5,3.7,2.0,2026-06-29 04:00:00,2026-06-28 22:50:10,Moderate
2414,New Delhi,Delhi,"Mandir Marg, Delhi, Delhi, India",28.6139,77.209,85.0,85.0,84.0,13.9,4.3,6.4,16.0,2026-06-29 05:00:00,2026-06-28 23:56:52,Satisfactory
2415,Gurugram,Haryana,"National Institute of Malaria Research, Sector 8, Dwarka, Delhi, Delhi, India",28.4595,77.0266,95.0,95.0,82.0,7.2,7.7,5.9,4.7,2026-06-29 05:00:00,2026-06-28 23:56:52,Satisfactory
2416,Noida,Uttar Pradesh,"DITE Okhla, Delhi, Delhi, India",28.5355,77.391,137.0,137.0,104.0,8.2,4.4,4.6,5.0,2026-06-29 05:00:00,2026-06-28 23:56:52,Moderate
2417,Agra,Uttar Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",27.1767,78.0081,90.0,90.0,90.0,8.2,9.4,3.7,2.3,2026-06-29 05:00:00,2026-06-28 23:56:52,Satisfactory
2418,Chandigarh,Chandigarh,"Narela, Delhi, Delhi, India",30.7333,76.7794,164.0,164.0,137.0,14.5,0.2,8.2,8.0,2026-06-29 05:00:00,2026-06-28 23:56:52,Moderate
2419,Jaipur,Rajasthan,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",26.9124,75.7873,102.0,102.0,62.0,17.8,1.6,7.5,7.0,2026-06-29 05:00:00,2026-06-28 23:56:52,Moderate
2420,Mumbai,Maharashtra,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",19.076,72.8777,102.0,102.0,62.0,17.8,1.6,7.5,7.0,2026-06-29 05:00:00,2026-06-28 23:56:52,Moderate
2421,Ahmedabad,Gujarat,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",23.0225,72.5714,102.0,102.0,62.0,17.8,1.6,7.5,7.0,2026-06-29 05:00:00,2026-06-28 23:56:52,Moderate
2422,Pune,Maharashtra,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",18.5204,73.8567,102.0,102.0,62.0,17.8,1.6,7.5,7.0,2026-06-29 05:00:00,2026-06-28 23:56:52,Moderate
2423,Surat,Gujarat,"Bramprakash Ayurvedic Hospital, Najafgarh, Delhi, Delhi, India",21.1702,72.8311,102.0,102.0,62.0,17.8,1.6,7.5,7.0,2026-06-29 05:00:00,2026-06-28 23:56:52,Moderate
2424,Indore,Madhya Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",22.7196,75.8577,90.0,90.0,90.0,8.2,9.4,3.7,2.3,2026-06-29 05:00:00,2026-06-28 23:56:52,Satisfactory
2425,Nagpur,Maharashtra,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",21.1458,79.0882,90.0,90.0,90.0,8.2,9.4,3.7,2.3,2026-06-29 05:00:00,2026-06-28 23:56:52,Satisfactory
2426,Bhopal,Madhya Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",23.2599,77.4126,90.0,90.0,90.0,8.2,9.4,3.7,2.3,2026-06-29 05:00:00,2026-06-28 23:56:52,Satisfactory
2427,Bengaluru,Karnataka,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",12.9716,77.5946,90.0,90.0,90.0,8.2,9.4,3.7,2.3,2026-06-29 05:00:00,2026-06-28 23:56:52,Satisfactory
2428,Hyderabad,Telangana,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",17.385,78.4867,90.0,90.0,90.0,8.2,9.4,3.7,2.3,2026-06-29 05:00:00,2026-06-28 23:56:52,Satisfactory
2429,Dehradun,Uttarakhand,"Alipur, Delhi, Delhi, India",30.3165,78.0322,172.0,172.0,130.0,4.1,1.8,4.6,4.6,2026-06-29 05:00:00,2026-06-28 23:56:52,Moderate
2430,Coimbatore,Tamil Nadu,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",11.0168,76.9558,90.0,90.0,90.0,8.2,9.4,3.7,2.3,2026-06-29 05:00:00,2026-06-28 23:56:52,Satisfactory
2431,Thiruvananthapuram,Kerala,"Indrapuri, Indonesia",8.5241,76.9366,18.0,18.0,,,,,,2026-06-29 06:00:00,2026-06-28 23:56:52,Good
2432,Guwahati,Assam,"Lhasa Railway Station, Lhasa (拉萨拉萨火车站)",26.1445,91.7362,59.0,13.0,6.0,1.9,59.1,1.9,2.1,2026-06-29 07:00:00,2026-06-28 23:56:52,Satisfactory
2433,Shimla,Himachal Pradesh,"Narela, Delhi, Delhi, India",31.1048,77.1734,164.0,164.0,137.0,14.5,0.2,8.2,8.0,2026-06-29 05:00:00,2026-06-28 23:56:52,Moderate
2434,Ooty,Tamil Nadu,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",11.4102,76.695,90.0,90.0,90.0,8.2,9.4,3.7,2.3,2026-06-29 05:00:00,2026-06-28 23:56:52,Satisfactory
2435,New Delhi,Delhi,"Mandir Marg, Delhi, Delhi, India",28.6139,77.209,76.0,76.0,79.0,9.4,7.9,6.1,16.0,2026-06-29 07:00:00,2026-06-29 02:38:07,Satisfactory
2436,Gurugram,Haryana,"National Institute of Malaria Research, Sector 8, Dwarka, Delhi, Delhi, India",28.4595,77.0266,98.0,61.0,98.0,7.7,8.1,4.1,5.9,2026-06-29 08:00:00,2026-06-29 02:38:07,Satisfactory
2437,Noida,Uttar Pradesh,"DITE Okhla, Delhi, Delhi, India",28.5355,77.391,109.0,109.0,90.0,6.3,6.4,3.7,4.8,2026-06-29 08:00:00,2026-06-29 02:38:07,Moderate
2438,Agra,Uttar Pradesh,"Dr. Karni Singh Shooting Range, Delhi, Delhi, India",27.1767,78.0081,81.0,76.0,81.0,5.4,11.5,3.7,1.9,2026-06-29 08:00:00,2026-06-29 02:38:07,Satisfactory
